region_id	region_name	region_ent_type	total_value	bricks	cement_block	granite_cube_stones	cabook	pressed_soil_bricks	warichchi_mud	cadjan_palmyrah	planks_metal_sheets_asbestos	zink_aluminium_sheets	other	not_relevant
LK-9139080	Endana	gnd	885	47	721	68	8	18	22	0	1	0	0	0
LK-9230025	Kanangama	gnd	884	28	738	8	2	98	5	0	5	0	0	0
LK-7133085	Step 2 Part 4	gnd	883	799	83	0	1	0	0	0	0	0	0	0
LK-9112120	Durekkanda	gnd	883	108	725	3	4	11	28	0	4	0	0	0
LK-9218045	Nangalla	gnd	883	519	304	2	2	43	9	0	4	0	0	0
LK-1136120	Mahalwarawa	gnd	881	400	441	2	34	4	0	0	0	0	0	0
LK-2206195	Rathmalgaha Ela	gnd	881	461	396	0	0	8	16	0	0	0	0	0
LK-9124075	Marapana	gnd	881	125	706	20	11	11	6	0	1	0	1	0
LK-2312150	Summerset	gnd	880	313	456	99	0	4	2	0	5	0	1	0
LK-1112110	Habarakada Watta	gnd	879	124	734	1	17	2	0	0	1	0	0	0
LK-1206020	Thoppuwa	gnd	879	670	193	0	0	2	2	0	10	2	0	0
LK-2313275	Hallbrook	gnd	879	29	750	63	27	3	0	0	5	0	0	2
LK-3133045	Thilakapura	gnd	879	78	789	2	0	3	4	0	3	0	0	0
LK-2314220	Dickoya	gnd	878	8	783	78	1	2	1	0	4	1	0	0
LK-4309115	Sasthrikoolankulam	gnd	878	179	673	1	0	6	5	1	7	6	0	0
LK-4309135	Sekkadipulavu	gnd	878	266	554	0	0	17	5	7	20	9	0	0
LK-5236055	Akkaraipattu 13	gnd	878	297	577	2	0	0	1	0	1	0	0	0
LK-5330040	Navatkernikadu	gnd	878	781	69	0	0	0	2	0	26	0	0	0
LK-9115045	Maddegama	gnd	878	166	513	38	2	116	40	0	3	0	0	0
LK-1115285	Koodaluvila	gnd	877	33	824	2	10	3	0	0	5	0	0	0
LK-2130030	Nittawela	gnd	877	648	218	7	1	0	3	0	0	0	0	0
LK-2313085	Bearwell	gnd	877	15	714	128	5	13	0	0	0	1	0	1
LK-9139030	Uda Hawpe	gnd	877	43	575	96	0	108	55	0	0	0	0	0
LK-1112060	Habarakada South	gnd	876	91	746	1	28	6	0	0	2	2	0	0
LK-1321075	Moronthuduwa South	gnd	876	71	648	2	144	1	6	0	2	1	1	0
LK-1112310	Mattegoda Central 'B'	gnd	875	94	755	1	4	0	0	0	0	0	0	21
LK-5315125	Sivapuri	gnd	875	233	636	2	0	0	0	0	2	2	0	0
LK-1115070	Ihala Kosgama North	gnd	874	36	789	3	35	5	3	0	3	0	0	0
LK-5215005	Dambethalawa	gnd	874	764	35	0	0	17	55	0	3	0	0	0
LK-9136045	Nivithigala	gnd	874	158	641	15	2	24	23	0	10	0	1	0
LK-2313135	Lindula	gnd	873	32	687	139	0	4	8	0	3	0	0	0
LK-5318050	Galmetiyawa South	gnd	873	705	165	0	0	2	1	0	0	0	0	0
LK-1136220	Mampe West	gnd	872	488	343	0	38	1	1	0	1	0	0	0
LK-1233195	Naranwala	gnd	872	174	638	0	36	18	4	0	1	1	0	0
LK-1303135	Bekkegama	gnd	872	154	628	0	46	1	7	0	36	0	0	0
LK-8212160	Dombagahawela	gnd	872	564	238	0	0	10	58	0	0	1	1	0
LK-1309110	Kidelpitiya	gnd	871	31	790	12	31	3	0	0	4	0	0	0
LK-5315140	Poompuhar	gnd	871	34	806	0	0	14	16	0	0	1	0	0
LK-1121125	Kottawa West	gnd	870	292	560	0	8	7	1	0	2	0	0	0
LK-1321350	Maha Heenatiyangala	gnd	870	207	625	0	32	4	1	0	1	0	0	0
LK-5215035	Senanayakepura	gnd	870	860	5	0	0	0	1	0	4	0	0	0
LK-1206155	Kimbulapitiya West	gnd	869	365	488	0	0	1	0	0	14	0	1	0
LK-9206045	Gondiwala	gnd	869	463	382	5	0	9	8	0	2	0	0	0
LK-2313260	Eildonhall	gnd	868	47	362	433	3	13	10	0	0	0	0	0
LK-5109050	Kinnaiyady	gnd	868	557	254	0	0	0	0	35	9	0	0	13
LK-1206090	Kondagammulla	gnd	867	461	393	2	0	3	0	1	7	0	0	0
LK-1236010	Hunupitiya North	gnd	867	141	671	0	32	0	0	0	23	0	0	0
LK-6215025	Marikkar Street	gnd	867	276	548	0	0	1	0	13	26	3	0	0
LK-9112195	Muwagama	gnd	866	67	765	26	0	3	5	0	0	0	0	0
LK-1230130	Meddegama	gnd	865	53	795	2	8	4	3	0	0	0	0	0
LK-5127115	Selvanagar East	gnd	865	624	100	1	1	0	0	2	134	3	0	0
LK-6206080	Vattakandal	gnd	865	218	592	2	0	1	17	11	23	1	0	0
LK-9148155	Mulendiyawala	gnd	865	700	116	0	0	20	29	0	0	0	0	0
LK-1221135	Thumpeliya	gnd	864	166	672	2	24	0	0	0	0	0	0	0
LK-9103115	Bulugahapitiya	gnd	864	58	718	18	61	2	7	0	0	0	0	0
LK-9106020	Meneripitiya	gnd	864	18	813	18	3	0	7	1	4	0	0	0
LK-1321040	Habaralagahalanda	gnd	863	98	712	2	40	4	4	0	3	0	0	0
LK-5324085	Naduthivu	gnd	863	745	95	0	4	0	11	8	0	0	0	0
LK-5324150	Soorangal	gnd	863	670	170	0	0	1	3	9	6	3	0	1
LK-6178255	Elabadagama East	gnd	863	631	226	0	3	1	1	0	1	0	0	0
LK-9227040	Parussella	gnd	863	3	785	52	2	9	0	0	10	0	2	0
LK-1109230	Evarihena	gnd	862	218	606	4	23	7	4	0	0	0	0	0
LK-1306015	Senapura	gnd	862	69	681	1	102	5	0	0	3	1	0	0
LK-5321040	Jayanthipura	gnd	862	709	142	0	0	1	10	0	0	0	0	0
LK-7212210	Warapitiya	gnd	862	701	104	2	0	17	37	1	0	0	0	0
LK-9233095	Deraniyagala South	gnd	862	12	795	10	0	27	7	0	10	0	1	0
LK-1239180	Mabima West	gnd	861	203	648	1	1	6	1	0	1	0	0	0
LK-2302310	Ketabulawa	gnd	861	28	469	346	3	5	3	0	7	0	0	0
LK-1103135	Hunupitiya	gnd	860	527	303	0	9	0	0	0	4	1	0	16
LK-1112355	Moonamale - Yakahaluwa	gnd	860	11	822	0	25	2	0	0	0	0	0	0
LK-1206030	Katana North	gnd	859	559	279	0	1	6	2	1	11	0	0	0
LK-1239030	Meegahawatta East	gnd	859	211	563	0	47	30	6	0	2	0	0	0
LK-5324035	Maharuf Nagar	gnd	859	829	27	0	0	0	0	0	3	0	0	0
LK-1109250	Asiri Uyana	gnd	857	502	342	0	13	0	0	0	0	0	0	0
LK-1133180	Koralawella West	gnd	857	326	411	2	40	0	0	0	78	0	0	0
LK-3309010	Kirinda	gnd	857	485	301	0	0	68	1	1	1	0	0	0
LK-5315110	Thirukkadaloor	gnd	857	63	781	1	0	0	0	0	9	3	0	0
LK-5327075	Periyapalam	gnd	857	841	4	0	0	0	0	3	6	0	0	3
LK-6178275	Makandura Ihala	gnd	857	769	75	0	0	3	1	0	8	1	0	0
LK-8121030	Sirimalgoda	gnd	857	100	544	13	11	173	12	0	4	0	0	0
LK-1239040	Delgoda	gnd	856	122	681	3	33	9	6	0	1	1	0	0
LK-3206120	Morawaka	gnd	856	442	355	1	1	32	13	0	11	1	0	0
LK-1206240	Kalahapitiya	gnd	855	261	588	2	0	1	0	0	3	0	0	0
LK-1303260	Kaludewala East	gnd	855	150	649	1	47	0	2	0	5	0	1	0
LK-8215045	Hulandawa	gnd	855	611	224	0	0	6	13	0	1	0	0	0
LK-9112205	Ratnapura Town North	gnd	855	59	777	3	7	1	4	0	4	0	0	0
LK-4106075	Moolai	gnd	854	10	773	2	13	7	4	9	31	5	0	0
LK-5104040	Mavadichenai	gnd	854	777	54	0	0	0	0	0	10	4	0	9
LK-6149030	Kelimune	gnd	854	801	40	0	1	6	6	0	0	0	0	0
LK-3303065	Viharagala	gnd	853	688	159	0	0	3	2	0	1	0	0	0
LK-4509015	Ambalnagar	gnd	853	21	808	0	0	4	7	3	7	3	0	0
LK-5110060	Korakallimadu	gnd	853	636	116	0	0	0	0	30	67	4	0	0
LK-8221020	Sudupanawela	gnd	853	757	77	0	0	11	8	0	0	0	0	0
LK-6215055	Puttalam South	gnd	852	669	154	0	0	1	0	7	16	5	0	0
LK-7142015	Veheragala	gnd	852	695	151	0	0	2	3	0	1	0	0	0
LK-8230040	Sooriyaara	gnd	852	610	198	0	0	6	37	0	1	0	0	0
LK-9106015	Pathberiya	gnd	852	24	758	36	18	4	10	0	0	0	2	0
LK-2130315	Hindagala	gnd	851	80	751	7	3	6	1	0	3	0	0	0
LK-5203055	Ihalagama	gnd	851	783	58	0	0	2	6	0	1	0	0	1
LK-1115045	Seethagama	gnd	850	101	734	2	11	0	0	0	2	0	0	0
LK-1209415	Halpe 2	gnd	850	336	500	1	1	1	1	0	8	0	0	2
LK-7145070	Nallachchiya	gnd	850	697	149	0	0	0	4	0	0	0	0	0
LK-8103095	Beligalla	gnd	850	767	60	0	0	6	13	0	3	0	0	1
LK-9124160	Kapuhenthota	gnd	850	115	483	55	128	14	52	0	2	1	0	0
LK-1221010	Dandugama	gnd	849	367	422	0	5	0	0	0	55	0	0	0
LK-1303095	Walana North	gnd	849	239	559	2	2	1	0	0	46	0	0	0
LK-2218230	Maligathenna	gnd	849	549	294	3	0	2	0	0	1	0	0	0
LK-8230005	Kandiyapitawewa	gnd	849	530	175	0	0	84	58	1	1	0	0	0
LK-1236130	Peliyagoda Gangabada	gnd	848	256	563	1	2	0	1	0	25	0	0	0
LK-3312105	Manajjawa	gnd	848	803	34	0	0	2	8	0	0	0	1	0
LK-5118040	Kokkuvil	gnd	848	642	168	0	0	0	1	5	20	12	0	0
LK-9124025	Kuttapitiya	gnd	848	44	646	55	13	23	63	0	3	1	0	0
LK-9148135	Sudugala	gnd	848	663	158	1	0	16	10	0	0	0	0	0
LK-4136040	Reclamation East	gnd	847	14	828	0	0	0	0	0	4	0	0	1
LK-5118160	Kallady Veloor	gnd	847	799	36	0	0	0	0	1	7	4	0	0
LK-5315130	Linganagar	gnd	847	67	762	0	0	4	0	0	10	4	0	0
LK-1233460	Akbar Town	gnd	846	155	656	1	29	0	0	0	5	0	0	0
LK-3109095	Magala South	gnd	846	99	657	1	0	60	28	0	1	0	0	0
LK-3206090	Thenipita	gnd	846	185	550	10	50	13	31	0	6	0	1	0
LK-6233010	Deduruoya	gnd	846	654	145	0	0	0	0	0	45	0	0	2
LK-9142005	Kotakethana	gnd	846	43	588	6	70	80	56	0	2	1	0	0
LK-1112210	Mambulgoda	gnd	845	166	641	2	34	2	0	0	0	0	0	0
LK-1309010	Pahala Millewa North	gnd	845	235	567	20	14	1	1	0	6	1	0	0
LK-3306045	Lunugamvehera New Town	gnd	845	728	105	0	0	7	2	0	2	1	0	0
LK-1224365	Ihala Yagoda South	gnd	844	152	640	4	8	26	13	0	1	0	0	0
LK-2303410	Pundaluoya South	gnd	844	14	642	151	2	9	13	0	11	0	2	0
LK-3312040	Keliyapura	gnd	844	598	209	0	0	8	20	0	5	4	0	0
LK-6203130	Mampuriya	gnd	844	143	600	1	0	0	0	54	45	1	0	0
LK-1203095	Angurukaramulla	gnd	843	704	131	3	1	1	0	0	3	0	0	0
LK-6154150	Iluppugedara	gnd	843	622	208	0	0	2	0	0	10	1	0	0
LK-1136020	Divulpitiya West	gnd	842	223	593	2	15	5	1	0	3	0	0	0
LK-1324025	Malegoda	gnd	842	16	758	1	56	1	5	0	4	0	0	1
LK-2157055	Nawalapitiya South	gnd	842	68	762	4	0	4	2	0	2	0	0	0
LK-5112035	Kaluwankerny 1	gnd	842	411	259	0	0	0	1	33	136	2	0	0
LK-5224115	Kalmunai 01C	gnd	842	830	6	3	0	0	0	1	2	0	0	0
LK-7130050	Kurundankulama	gnd	842	618	221	0	0	1	1	0	1	0	0	0
LK-1133185	Koralawella South	gnd	841	350	405	4	54	0	2	0	26	0	0	0
LK-1112145	Pitipana Town	gnd	840	236	581	1	18	4	0	0	0	0	0	0
LK-2312030	Bangalahatha	gnd	840	11	551	141	0	125	2	0	7	3	0	0
LK-9230080	Epalapitiya	gnd	840	34	784	6	3	5	3	1	4	0	0	0
LK-1215140	Yatiyana	gnd	839	406	418	0	2	2	8	0	3	0	0	0
LK-1233440	Pinnameda	gnd	839	232	585	5	12	2	1	0	2	0	0	0
LK-8103055	Millattawa	gnd	839	667	160	0	0	5	7	0	0	0	0	0
LK-9112100	Ketaliyampalla	gnd	838	185	644	8	0	1	0	0	0	0	0	0
LK-9124180	Kattange	gnd	838	374	304	88	1	11	60	0	0	0	0	0
LK-9136100	Doloswalakanda	gnd	838	100	591	101	1	11	30	0	4	0	0	0
LK-1206215	Kurana Katunayaka North	gnd	837	505	320	1	1	8	0	0	2	0	0	0
LK-1233200	Udupila East	gnd	837	138	654	2	26	11	2	0	4	0	0	0
LK-7209125	Alhilalpura	gnd	837	815	18	1	0	1	1	0	1	0	0	0
LK-1112185	Mawathgama	gnd	836	56	736	1	41	1	1	0	0	0	0	0
LK-1118075	Galagedara East	gnd	836	40	773	1	15	4	1	0	2	0	0	0
LK-1136355	Polhena	gnd	836	107	668	3	55	0	1	0	1	1	0	0
LK-9124105	Dewalegama	gnd	836	69	667	65	0	10	25	0	0	0	0	0
LK-1224475	Weliweriya West	gnd	835	107	657	0	24	32	14	0	1	0	0	0
LK-2303055	Hellboda	gnd	835	55	353	412	0	11	0	0	2	2	0	0
LK-2306430	Hope	gnd	835	30	352	437	4	6	2	0	4	0	0	0
LK-3303045	Hathporuwa	gnd	835	676	138	0	0	11	8	0	0	0	0	2
LK-6178025	Eriyagolla	gnd	835	747	83	0	0	1	2	0	2	0	0	0
LK-9136015	Dombagammana	gnd	835	19	716	43	3	32	16	0	6	0	0	0
LK-1136175	Wewala East	gnd	834	158	636	1	29	0	4	0	6	0	0	0
LK-8215085	Viharamulla	gnd	834	578	233	0	0	11	9	0	3	0	0	0
LK-8221120	Ethiliwewa	gnd	833	612	188	0	0	24	8	0	1	0	0	0
LK-1221120	Indivitiya	gnd	832	483	317	0	10	0	0	0	22	0	0	0
LK-1303040	Paratta	gnd	832	249	532	3	0	0	0	0	48	0	0	0
LK-3134075	Arachchikanda	gnd	832	410	412	0	0	5	2	0	3	0	0	0
LK-1224255	Bendiyamulla West	gnd	831	449	310	0	8	60	3	0	0	1	0	0
LK-5103005	Kathiraveli	gnd	831	617	68	1	0	0	1	14	50	7	0	73
LK-6227065	Nandimithrapura	gnd	831	743	55	0	0	0	8	3	21	0	1	0
LK-9151100	Ullinduwawa	gnd	831	41	620	132	1	5	28	0	3	0	1	0
LK-2303480	Medakumbura North	gnd	830	44	507	233	4	33	4	0	2	0	1	2
LK-4115110	Erlalai South	gnd	830	5	787	3	1	3	14	0	17	0	0	0
LK-6218005	Puludiviyal	gnd	830	243	504	0	0	1	2	61	15	4	0	0
LK-7206160	Medirigiriya	gnd	830	742	85	0	0	0	3	0	0	0	0	0
LK-8221140	Kithulkote	gnd	830	484	302	0	0	18	24	0	2	0	0	0
LK-1109140	Thalahena South	gnd	829	38	779	1	7	4	0	0	0	0	0	0
LK-1303285	Dibbedda North	gnd	829	92	701	2	26	0	1	0	7	0	0	0
LK-5327080	Jayanagar	gnd	829	812	12	0	0	0	0	0	5	0	0	0
LK-9148140	Walalgoda	gnd	829	601	164	6	1	18	38	0	1	0	0	0
LK-3133040	Thalgasgoda	gnd	828	100	704	4	0	14	1	0	5	0	0	0
LK-1233225	Webada West	gnd	827	143	656	3	8	15	1	0	0	0	1	0
LK-5203060	Nawa Medagama	gnd	827	772	42	0	0	5	8	0	0	0	0	0
LK-5224075	Kalmunai 01B	gnd	827	805	12	0	0	0	0	0	7	3	0	0
LK-7133040	Thammennapura	gnd	827	697	121	6	0	1	2	0	0	0	0	0
LK-9109080	Dodampe	gnd	827	75	621	40	39	10	37	0	5	0	0	0
LK-2130130	Thalwatta	gnd	826	397	422	0	0	2	3	0	2	0	0	0
LK-5106030	Meeravodai Muslim West	gnd	826	729	87	0	0	0	0	2	8	0	0	0
LK-8221145	Uva Kudaoya	gnd	826	622	117	0	0	19	65	0	3	0	0	0
LK-1203075	Wellaweediya	gnd	825	667	150	0	0	4	0	0	4	0	0	0
LK-4512085	Pallikuda	gnd	825	10	769	0	0	1	0	29	13	3	0	0
LK-1306075	Alubomulla East	gnd	824	55	719	0	37	3	1	0	9	0	0	0
LK-6248095	Meda Haldanduwana	gnd	824	604	210	0	0	4	0	0	5	0	0	1
LK-8130020	Boragas	gnd	824	83	470	76	40	133	14	0	7	1	0	0
LK-1309030	Thalagala East	gnd	823	95	600	61	57	2	1	0	5	1	1	0
LK-2130260	Wewathenna	gnd	823	322	485	8	0	5	3	0	0	0	0	0
LK-5109025	Kalkudah	gnd	823	327	456	0	0	0	0	24	13	3	0	0
LK-7142035	Track 15	gnd	823	683	129	0	0	5	5	1	0	0	0	0
LK-9145145	Galpaya	gnd	822	479	218	0	0	7	118	0	0	0	0	0
LK-9148080	Ranchamadama	gnd	822	657	95	2	0	24	42	0	2	0	0	0
LK-1224195	Bollatha North	gnd	821	289	450	2	68	10	2	0	0	0	0	0
LK-5124060	Kattankudy Division 6	gnd	821	800	6	0	0	0	0	0	13	2	0	0
LK-8103135	Elewela	gnd	821	735	75	0	0	8	3	0	0	0	0	0
LK-1103125	Galle Face	gnd	820	336	476	1	3	0	0	0	2	0	0	2
LK-1221170	Rilavulla	gnd	820	583	227	1	7	0	1	0	1	0	0	0
LK-1224120	Keselwathugoda North	gnd	820	183	617	2	1	8	7	0	2	0	0	0
LK-1236160	Kelaniya	gnd	820	148	658	4	0	0	0	0	6	0	0	4
LK-3112155	Igala East	gnd	820	260	550	2	2	5	1	0	0	0	0	0
LK-5104025	Valaichchenai 5 Muslim South	gnd	820	795	14	0	0	1	1	1	8	0	0	0
LK-8230015	Aluthwewa	gnd	820	509	195	2	0	10	102	0	0	1	1	0
LK-9218120	Tholangamuwa	gnd	820	394	310	2	1	93	19	0	1	0	0	0
LK-1227500	Pahala Thihariya	gnd	818	395	415	1	0	7	0	0	0	0	0	0
LK-1324130	Maggona East	gnd	818	124	570	1	107	9	4	0	3	0	0	0
LK-5112160	Vepavedduwan	gnd	818	629	130	0	0	7	19	6	22	4	1	0
LK-6242065	Weerahena West	gnd	818	750	58	0	0	0	0	0	10	0	0	0
LK-9212120	Dikella	gnd	818	360	366	29	5	33	17	0	8	0	0	0
LK-2130070	Mapanawathura	gnd	817	624	176	3	0	6	7	0	1	0	0	0
LK-2148030	Suduwella	gnd	817	12	747	43	0	12	2	0	1	0	0	0
LK-3137015	Panvila Pahalagoda	gnd	817	55	750	0	1	4	1	0	6	0	0	0
LK-3139185	Ettiligoda South	gnd	817	330	467	0	3	1	1	0	14	0	0	1
LK-1321265	Ethanamadala	gnd	816	119	645	0	44	0	4	0	2	0	0	2
LK-5112105	Chenkalady-1	gnd	816	621	149	34	1	0	0	0	11	0	0	0
LK-6242070	Mudukatuwa North	gnd	816	648	155	0	1	0	1	0	11	0	0	0
LK-9112035	Kudawa	gnd	816	3	719	7	0	45	21	0	21	0	0	0
LK-9124090	Pottakanda	gnd	816	37	647	83	1	7	37	0	3	0	1	0
LK-9136070	Uda Karavita	gnd	816	58	662	45	9	14	24	1	3	0	0	0
LK-9206145	Kiringadeniya	gnd	816	580	225	3	2	4	2	0	0	0	0	0
LK-1115145	Aradhana Kanda	gnd	815	87	720	5	2	1	0	0	0	0	0	0
LK-2109160	Thelambugahawatta	gnd	815	604	184	10	0	4	9	0	4	0	0	0
LK-2313105	Stonycliff	gnd	815	37	758	3	0	12	3	0	1	0	1	0
LK-1224490	Weliweriya North	gnd	814	211	537	0	8	31	27	0	0	0	0	0
LK-3139025	Welipitimodara	gnd	814	341	452	1	5	2	2	0	4	3	1	3
LK-4118055	Urelu	gnd	814	11	760	1	3	12	6	2	18	0	0	1
LK-5315060	Andankulam	gnd	814	211	587	1	0	4	5	0	6	0	0	0
LK-1218195	Nayakakanda South	gnd	813	423	295	68	19	0	0	0	5	2	0	1
LK-2218095	Palapathwala	gnd	813	564	232	3	0	3	7	0	3	0	1	0
LK-1218180	Wattala	gnd	812	513	280	2	17	0	0	0	0	0	0	0
LK-2157125	Westhole	gnd	812	1	285	522	0	0	3	0	0	1	0	0
LK-3139245	Katugoda	gnd	812	245	528	6	11	9	0	0	13	0	0	0
LK-5321095	Kantale Town	gnd	812	415	384	5	0	2	4	1	1	0	0	0
LK-1215245	Walpitamulla	gnd	811	243	518	0	1	19	29	0	1	0	0	0
LK-1236080	Warakanatta	gnd	811	374	406	1	28	0	2	0	0	0	0	0
LK-3109170	Diviyagahawela	gnd	811	121	671	2	0	11	5	0	1	0	0	0
LK-5327045	Naduthivu	gnd	811	579	171	0	0	0	0	12	41	8	0	0
LK-7209030	Jayapura	gnd	811	786	19	0	0	1	2	0	1	2	0	0
LK-1206245	Madawala	gnd	810	426	373	0	0	0	3	0	8	0	0	0
LK-1206395	Ambalammulla	gnd	810	242	552	0	1	5	0	0	9	1	0	0
LK-5103055	Punanai East	gnd	810	262	410	0	0	1	5	40	85	7	0	0
LK-5236135	Town Division 05	gnd	810	403	388	1	0	4	0	0	6	8	0	0
LK-1136180	Thumbovila West	gnd	809	388	343	1	57	14	1	0	4	1	0	0
LK-2313325	Sandrinham	gnd	809	19	424	349	0	2	10	0	5	0	0	0
LK-3242170	Veherahena	gnd	809	577	191	0	17	21	1	0	2	0	0	0
LK-7215130	Sirisangabo Pedesa	gnd	809	765	40	0	0	3	1	0	0	0	0	0
LK-1106155	Udumulla North	gnd	808	80	681	1	6	1	0	0	39	0	0	0
LK-1136110	Erewwala East	gnd	808	161	614	1	29	1	1	0	1	0	0	0
LK-1233305	Webada East	gnd	808	79	680	3	26	12	8	0	0	0	0	0
LK-1303055	Sarikkamulla	gnd	808	251	495	7	53	0	0	0	2	0	0	0
LK-9124115	Rilhena	gnd	808	74	605	45	0	56	26	0	2	0	0	0
LK-1203120	Pitipana North	gnd	807	629	139	13	12	0	0	0	14	0	0	0
LK-1206025	Bambukuliya	gnd	807	586	208	1	0	2	5	1	4	0	0	0
LK-5115015	Eravur 03	gnd	807	764	20	0	0	2	2	4	10	5	0	0
LK-5118130	Thandavanveli	gnd	807	778	23	0	0	2	0	0	2	2	0	0
LK-9133075	Wewelkandura	gnd	807	25	618	117	13	6	28	0	0	0	0	0
LK-3303035	Samajasewapura	gnd	806	581	201	0	0	12	11	0	1	0	0	0
LK-3318225	Yakagala	gnd	806	787	15	0	0	1	3	0	0	0	0	0
LK-7206005	Wedikachchiya	gnd	806	558	183	2	0	16	46	0	1	0	0	0
LK-5248040	Sarvodayapuram	gnd	805	565	194	1	0	3	0	7	30	5	0	0
LK-5324070	Kurinchakerny	gnd	805	736	57	0	0	0	3	4	5	0	0	0
LK-8133065	Bandarawela West	gnd	805	428	319	14	25	15	1	0	3	0	0	0
LK-1103165	Maradana	gnd	804	150	653	1	0	0	0	0	0	0	0	0
LK-1309165	Kumbuka West	gnd	803	45	694	0	61	1	1	0	1	0	0	0
LK-2115025	Thawalanthenna	gnd	803	93	438	201	0	59	12	0	0	0	0	0
LK-3303050	Weniwel Ara	gnd	803	632	165	0	1	4	1	0	0	0	0	0
LK-4118150	Achchuveli South	gnd	803	9	780	1	1	4	2	1	2	3	0	0
LK-5218145	Kallarichchel 02	gnd	803	771	22	0	0	2	1	0	5	2	0	0
LK-8103045	Pahala Rathkinda	gnd	803	609	108	0	3	40	42	0	0	0	1	0
LK-8121075	Badulla West	gnd	803	168	549	3	0	80	0	0	3	0	0	0
LK-9124145	Pelmadullagama	gnd	803	316	437	18	15	4	12	0	1	0	0	0
LK-9148075	Nindagam Pelessa	gnd	803	571	204	0	0	11	13	0	3	0	1	0
LK-9227030	Yatiyanthota	gnd	803	24	765	5	2	1	1	0	5	0	0	0
LK-2112110	Galadeniya	gnd	802	544	243	0	0	11	4	0	0	0	0	0
LK-5239110	Alayadivembu	gnd	802	222	564	1	0	0	1	1	10	3	0	0
LK-6160135	Mawathagama	gnd	802	624	172	0	0	1	2	0	3	0	0	0
LK-7154160	Maha Kekirawa	gnd	802	669	125	0	0	2	4	0	2	0	0	0
LK-1115205	Hanwella Town	gnd	801	137	635	3	18	1	1	0	6	0	0	0
LK-1239185	Pattivila North	gnd	801	146	646	3	1	2	0	0	3	0	0	0
LK-8121005	Pitawelagama	gnd	801	411	301	0	1	88	0	0	0	0	0	0
LK-9106030	Bodhimaluwa	gnd	801	14	717	32	22	10	3	0	3	0	0	0
LK-1118090	Padukka	gnd	800	132	610	1	43	2	0	0	11	1	0	0
LK-1206110	Thimbirigaskatuwa	gnd	800	529	268	0	1	0	0	0	2	0	0	0
LK-1209315	Kaluwarippuwa East - Dakuna	gnd	800	487	300	2	1	3	0	0	5	1	0	1
LK-3112205	Ella	gnd	800	148	617	1	2	20	9	0	2	1	0	0
LK-4130035	Navatkuli West	gnd	800	10	770	0	0	0	0	0	19	1	0	0
LK-6151160	Aswedduma	gnd	800	644	143	0	1	4	6	0	1	1	0	0
LK-8103100	Dambana	gnd	800	480	114	1	0	14	182	0	7	0	2	0
LK-2314320	Kotiyagala	gnd	799	14	478	303	0	2	1	0	0	0	0	1
LK-3106010	Nanathota Palatha	gnd	799	53	659	0	12	60	10	0	5	0	0	0
LK-4309190	Rambaikulam	gnd	799	278	513	1	0	1	4	0	2	0	0	0
LK-4509010	Ambalkulam	gnd	799	7	776	0	0	4	5	0	2	5	0	0
LK-9121045	Opanayaka	gnd	799	111	637	5	0	12	31	1	2	0	0	0
LK-9127050	Elapatha	gnd	799	36	713	34	2	8	4	0	1	0	1	0
LK-1136235	Suwarapola East	gnd	798	274	446	0	75	1	1	0	1	0	0	0
LK-3139110	Galwadugoda	gnd	798	453	320	3	13	5	1	0	3	0	0	0
LK-1227080	Kalalpitiya	gnd	797	215	554	0	4	7	17	0	0	0	0	0
LK-3209075	Urubokka	gnd	796	256	506	6	3	8	15	0	2	0	0	0
LK-6154095	Bamunugedara	gnd	796	762	26	0	0	6	0	0	1	0	0	1
LK-7115160	Saliya Mawatha	gnd	796	624	171	0	0	1	0	0	0	0	0	0
LK-6154245	Madithiyawala	gnd	795	749	42	0	0	2	1	0	1	0	0	0
LK-1215370	Marapola	gnd	794	250	520	0	0	14	9	1	0	0	0	0
LK-1218040	Paranambalama	gnd	794	452	332	1	1	0	0	1	7	0	0	0
LK-1239215	Pattivila South	gnd	794	231	557	0	2	0	0	0	4	0	0	0
LK-3209150	Pasgoda	gnd	794	486	213	23	13	47	9	0	3	0	0	0
LK-5212090	Verenketagoda	gnd	794	737	50	0	0	3	3	0	1	0	0	0
LK-6230150	Weerakumandaluwa	gnd	794	626	102	0	0	0	1	10	55	0	0	0
LK-7133110	Kawarakkulama	gnd	794	549	239	1	0	1	2	1	0	1	0	0
LK-1215020	Nilpanagoda	gnd	793	260	512	2	0	10	9	0	0	0	0	0
LK-1236185	Sinharamulla	gnd	793	345	438	2	0	0	1	0	7	0	0	0
LK-2157145	Hydree	gnd	793	21	668	104	0	0	0	0	0	0	0	0
LK-2313095	Devon	gnd	793	28	499	228	1	36	0	0	1	0	0	0
LK-8103090	Galporuyaya	gnd	793	706	62	0	0	14	11	0	0	0	0	0
LK-1233425	Gongithota West	gnd	792	308	431	6	33	1	0	0	11	2	0	0
LK-5306085	Kumburupiddy East	gnd	792	23	734	0	0	0	1	1	33	0	0	0
LK-8215105	Horombuwa	gnd	792	637	82	0	0	11	59	0	2	1	0	0
LK-9103140	Mahingoda	gnd	792	33	735	4	11	6	0	0	2	0	1	0
LK-7212120	Aralaganvila West	gnd	791	678	92	0	0	10	10	0	0	1	0	0
LK-9106050	Devipahala	gnd	791	10	695	29	2	6	43	0	4	1	1	0
